candidate_id,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,seed,complexity_score,complexity_order,complexity_label,train_top1_hit_rate,validation_top1_hit_rate,top1_hit_rate_gap,train_mean_regret,validation_mean_regret,mean_regret_gap
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=1.0_l1=0.0,xgboost,50,1,0.1,1.0,1.0,1.0,0.0,215,50.0,67,50 trees d=1,0.633803,0.495935,0.137868,0.149648,0.255285,0.105637
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=1.0_l1=0.1,xgboost,50,1,0.1,1.0,1.0,1.0,0.1,215,50.0,68,50 trees d=1,0.619718,0.495935,0.123783,0.153873,0.256911,0.103038
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=5.0_l1=0.0,xgboost,50,1,0.1,1.0,1.0,5.0,0.0,215,50.0,69,50 trees d=1,0.610915,0.495935,0.11498,0.157746,0.250407,0.092661
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=5.0_l1=0.1,xgboost,50,1,0.1,1.0,1.0,5.0,0.1,215,50.0,70,50 trees d=1,0.596831,0.479675,0.117156,0.164085,0.261789,0.097704
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=10.0_l1=0.0,xgboost,50,1,0.1,1.0,1.0,10.0,0.0,215,50.0,71,50 trees d=1,0.603873,0.487805,0.116068,0.161268,0.250407,0.089139
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=10.0_l1=0.1,xgboost,50,1,0.1,1.0,1.0,10.0,0.1,215,50.0,72,50 trees d=1,0.605634,0.479675,0.125959,0.160563,0.252033,0.09147
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=1.0_l1=0.0,xgboost,50,2,0.03,0.8,0.8,1.0,0.0,215,100.0,73,50 trees d=2,0.667254,0.479675,0.187579,0.128873,0.250407,0.121534
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=1.0_l1=0.1,xgboost,50,2,0.03,0.8,0.8,1.0,0.1,215,100.0,74,50 trees d=2,0.65669,0.471545,0.185145,0.131338,0.250407,0.119069
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=5.0_l1=0.0,xgboost,50,2,0.03,0.8,0.8,5.0,0.0,215,100.0,75,50 trees d=2,0.644366,0.479675,0.164691,0.140141,0.24878,0.108639
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=5.0_l1=0.1,xgboost,50,2,0.03,0.8,0.8,5.0,0.1,215,100.0,76,50 trees d=2,0.642606,0.463415,0.179191,0.141901,0.258537,0.116636
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=10.0_l1=0.0,xgboost,50,2,0.03,0.8,0.8,10.0,0.0,215,100.0,77,50 trees d=2,0.649648,0.471545,0.178103,0.137324,0.252033,0.114709
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=10.0_l1=0.1,xgboost,50,2,0.03,0.8,0.8,10.0,0.1,215,100.0,78,50 trees d=2,0.65493,0.487805,0.167125,0.134507,0.242276,0.107769
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=1.0_l1=0.0,xgboost,50,2,0.03,0.8,1.0,1.0,0.0,215,100.0,79,50 trees d=2,0.672535,0.487805,0.18473,0.124648,0.250407,0.125759
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=1.0_l1=0.1,xgboost,50,2,0.03,0.8,1.0,1.0,0.1,215,100.0,80,50 trees d=2,0.674296,0.479675,0.194621,0.123239,0.252033,0.128794
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=5.0_l1=0.0,xgboost,50,2,0.03,0.8,1.0,5.0,0.0,215,100.0,81,50 trees d=2,0.65669,0.455285,0.201405,0.133803,0.263415,0.129612
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=5.0_l1=0.1,xgboost,50,2,0.03,0.8,1.0,5.0,0.1,215,100.0,82,50 trees d=2,0.669014,0.455285,0.213729,0.125352,0.260163,0.134811
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=10.0_l1=0.0,xgboost,50,2,0.03,0.8,1.0,10.0,0.0,215,100.0,83,50 trees d=2,0.647887,0.463415,0.184472,0.140141,0.261789,0.121648
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=10.0_l1=0.1,xgboost,50,2,0.03,0.8,1.0,10.0,0.1,215,100.0,84,50 trees d=2,0.647887,0.479675,0.168212,0.13838,0.253659,0.115279
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=1.0_l1=0.0,xgboost,50,2,0.03,1.0,0.8,1.0,0.0,215,100.0,85,50 trees d=2,0.646127,0.479675,0.166452,0.139789,0.269919,0.13013
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=1.0_l1=0.1,xgboost,50,2,0.03,1.0,0.8,1.0,0.1,215,100.0,86,50 trees d=2,0.647887,0.479675,0.168212,0.138732,0.273171,0.134439
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=5.0_l1=0.0,xgboost,50,2,0.03,1.0,0.8,5.0,0.0,215,100.0,87,50 trees d=2,0.639085,0.471545,0.16754,0.141197,0.274797,0.1336
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=5.0_l1=0.1,xgboost,50,2,0.03,1.0,0.8,5.0,0.1,215,100.0,88,50 trees d=2,0.653169,0.479675,0.173494,0.135563,0.273171,0.137608
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=10.0_l1=0.0,xgboost,50,2,0.03,1.0,0.8,10.0,0.0,215,100.0,89,50 trees d=2,0.644366,0.487805,0.156561,0.138028,0.265041,0.127013
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=10.0_l1=0.1,xgboost,50,2,0.03,1.0,0.8,10.0,0.1,215,100.0,90,50 trees d=2,0.647887,0.463415,0.184472,0.13662,0.274797,0.138177
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=1.0_l1=0.0,xgboost,50,2,0.03,1.0,1.0,1.0,0.0,215,100.0,91,50 trees d=2,0.65493,0.487805,0.167125,0.135563,0.265041,0.129478
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=1.0_l1=0.1,xgboost,50,2,0.03,1.0,1.0,1.0,0.1,215,100.0,92,50 trees d=2,0.647887,0.463415,0.184472,0.137324,0.276423,0.139099
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=5.0_l1=0.0,xgboost,50,2,0.03,1.0,1.0,5.0,0.0,215,100.0,93,50 trees d=2,0.644366,0.479675,0.164691,0.140493,0.273171,0.132678
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=5.0_l1=0.1,xgboost,50,2,0.03,1.0,1.0,5.0,0.1,215,100.0,94,50 trees d=2,0.640845,0.479675,0.16117,0.140845,0.271545,0.1307
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=10.0_l1=0.0,xgboost,50,2,0.03,1.0,1.0,10.0,0.0,215,100.0,95,50 trees d=2,0.647887,0.479675,0.168212,0.135915,0.268293,0.132378
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=10.0_l1=0.1,xgboost,50,2,0.03,1.0,1.0,10.0,0.1,215,100.0,96,50 trees d=2,0.644366,0.471545,0.172821,0.137676,0.269919,0.132243
